id,SQ_PRODUTO,NSUCCG,GTIN,TPGTIN,MARCA,XPROD,TPPROD,PREFIXGS1,PREFIXEMP,CNPJ,CPF,IMGURL,XORIGEM,XDESTINO,NCM,SITGTIN,DSIT,CSEG,CFAM,CCLAS,CBRICK,SUBGTIN,TPSUBGTIN,QITENSSUBGTIN,PESOB,UNIDPESOB,PESOL,UNIDPESOL,DT_FIM
10,4156521,135273451436357,24120253037357,84,D5,QIM4YK3SYZ2WM2J6T3DWPJHE9S5OPLPP73YKBC62X2NT0EOK5QUAZAYGLFNIDLIGGJOXUBKYKFMR01KU0PQ9RQDJI0398GJNHRSN0ZTRZKF13CV87SZ7I85B5HPZ8E4YZ42XQNH2OXTNUU5WV80CJP32MFXCZ33UTN137UAP9BMVBUGM2YIKGHRW8U64XU5B57WJ3RUI50QD4AECV8O4H2BHK8E2L0OK2MQELVZ0LC2MY5NMNJ7WQ8212ERMGABNCEE1FE5SI26KENX9EKB5XGQZEG950C892BM0MEKW25M95U94U0NHU8BIYR3EKD015EB2XUNHPDGOKF5ESLZ4BSE951L9VDFLNO8SGHWUXE31KDZHPS5HC5I037KC6FDKBIZK86KIZ854F66NN36UNKLUC4KWQU4ZT202AUCJ6S3I36P1QGOLDMY98SES9H4JVC30S7CPU0HYEGCQD0PDAEP0VBV4E0LSS80771VB5JDK37OCCLI6,HHJHXML4W88CXXI,118,89408716699,7PYITZ0QAFW0O0,0LPC7II9UVO,7D6VX7VI2Z61BNAQ7IWUK5P4D43UBEH6LR0IWLGJ7BY5AW5DBE38TPET0Y4Q4QZRVINLSP2Z0UAKW2WOY6H784T9B47C1NYZ3EJJTSBG5Y397XG51VB85BG5T8MQX6PTB7FMGJTXV7HHAXJWKOSAU2SQPUK8TDNBNOG9D0G377D45W3E2OUWWFHZ9YRXB9QG6ANWB3IZH2RVT7BUW7LFZCSKCNK6DLXMH2MFE7EVQH1ZT6OG3M8MB4IY4OXCN5F3K4NCQF774XPFSNHMH35P357P8ZLTGBS93L63CUGBLWIU,Z7,CI,94254556,8,1996-05-05,45393728,78352448,70017286,47715943,50214885191640,2,41314465,81076.768,D7HBD8ULM0YA16DCYDRH,80952.358,552FX1P0AUQHNDF3EEXO,1994-09-04
11,2,614187796037279,74923517047947,33,H9,UUDQ2OZ5GKEKDKAE8E83QIS49658CWTESVAKLSFGF1IO6P2IRCQMB3N792SD6C08XI9SHTGC5ECYNXAZVZ3U8DO6K956BWJN55QX6MVFS1UPJ3VBK01B98SJ7FDCPLMTMYYJX3SMP79N7R1VVKYNYF3NY7HU4X7ZW1X8W6UXQG97GA15E54HNWGEQ74CP71PJ2TJB00HBGDXX7IHGAYR8K1S2LKW6TMPBBPVH53ZTT21Z3WP7DZX5Y3Z2GAI8CXF0BFOO3VRZ5H3UE68J8272H2HY2QOZIKMB7XENEFUOEHX6DLO8S68XPHBGROU3VW3MCUDOOYHT26IEKI3V66U96FUP90EGQZ1YYZYJ5WIEY07D1E2FG9AHT5BPC7FGV5418R3OMQPBAKBT0CXTDW438Y79EJE8N9LDPCYBUJ23CNA9LAEXULGWHH23QHJCNACESC1EVMFNM5AKWLZ0OS5LD6IIVNR16T5FL9D2Y96FKSA8F380IQA,NZZBFXJPCHEYAWF,601,80684149,CN0IAW3S96R2BV,R1BUPOERRHR,UQ5USBXCNFECDW1ZA7RJB2NYWKFNOZY99M7AUAKLL41UUVN9HT9JSJ30S1RBPL7RFZN7E47PW52IND0AMUOW2K99CJVW91J8PNRQZDUMHW9YIPMG0ZVVRH0HIHSVXHIU9HY5H8XCHSN7ZW051INOLQTQ654SQOU7U3QILY1NJA815HMD4833PCEIXR4ZMU1PTU5NT4THPDA9SP2MPGF18UBL8IN4LUQ9XFP9784163J7Y4V021JVMQ9ELTXLLOF4GE4DOSXON77M9ZSN0X3I7IS1Z5PU8ZARS65T5EMBNPQO,LU,0W,15637748,7,1995-11-01,42707758,57042721,35855064,21071688,77729735279285,40,15314442,46499.326,0IBLFAL2BASH2P90DX1L,78705.399,M2O4YATHAEGMKHV6HER6,1992-07-24
12,441,593325343016732,19254628030867,42,LO,KSJ7TWZWXJU2Y7OU9W9T42T6GDQL4IZV65FVQLMPOK7UQI2LGI7XI0DAB7NMW5K5X8QJJDLNHBEIEP4BCP7QO5IO688TXFNB95T80HO2WOB16Z0DB305KDBU3ACZO0PPB7P4C8CLK5RLJPBCIXCPM3E87X0XSYZXEFARDU5E0KP0ZPY4NKPNCBFFCXOO1JY9TBVRTICR7Y0OO4HXN4FT4ZVGTEBL1LESUDZ72YE6NJ30T9JI9PC8UH4GHRUTX0XIB2XHO7QH17GN3MMXXR719HSYZ4ED4JBS1IJUHIK0NG1H6MQE9TY94LWGEGQOJ3AJIRGOGGJN3L63XZNAFLZSR24QBH5MUEOV2ZV08JDEJN7ZU9H4EC5UJ0ATC8BYFFXJDV4967ENSV02J8Z76VQY59NQKG2LHIV6DWHSGEGZ6OZXIRQXLRSVFY3KATKOA1UYEA8D2CTVQZZRGGV5AVRH9ICO5NY4I5ZZD4GIL4HDAT1LOG3XDWHX,XYY8SOJ0NCLXYMH,725,24482889740,TJUF6W0MVCB1FR,CHW10V0MM08,F96CBILI1DNTYL650M4YLA8WJQ7QT89P41PWQD7BOBUN9RUGWMRAS6459N5X7DSQ2Q2QIYI2B5Q4G9WUARDV3O0P9F4C1167RLJ43EW58ZKID9V7PLXKCSHNIPWF5I1W5Y8HNEXL5KFG8EY17JME8SRAJB8VPOPMI2UC98448UIIU1MBSQ2FQRI77XRPZMTRQ9W01OQBF7PS1C4EQ40Y3QR75MBXEKCYFWFQOQ1PEN6VUVTGZ31M36I3VT8BZUSTZX0CEPXGSS8VCB9CE4F386K70PMEKA1YR7BTXZCB5HG2,I5,KT,71247401,4,1990-10-21,89655811,91227198,43564267,47548292,19910840091894,9,88058178,44515.443,1VLO4PY6RZSM8T2XF671,98318.097,XQA47WFSRUVSJHZ60XT5,2001-01-05
13,1688369505,704356632011083,56141875290014,51,KR,TFVN7KCHTLIZZY0J46SIWWJMG6DQP8PXTNNDMKLGAO7VWB1V1O4XO6BUHN1BUR45PKLQ5XG7NHFTXNID6WL51E7J57XUKWR9H85E0SW1ZIP6S01B697SLFLL3KSJHPHGR1X507TD6COC4IWUKC17BWS4NL2CP564Z0XADCPK9RKT2EVXBL06KI3C0O1C5BINNRHEUI170PBPSCGZIUI9Q5JVPP72JVZXVL1BBGQZMCPBDZRJ4OZ8YOSRS1O4GC1TO9IA38JHWQNJ2VHIRXTJ8K3NV22TGRN4GCKKGJSJZ1WETY8U7X8SPPFDCZE59L9KKOLF4P9HU63ERG5TH619ZGR1E5RJ5C7OGPMS72IHTI49T6S8IZBPOZ3GKULL15A0SCDKWQAEFU49JEW09E0BZCFA3CQO7KLNJH395WXPGAI9XUK0J9I76S87JAVYQIJVNHNA2YCEIR9W05OYKW89V4P6XAFAYETDDYKENWQBCY338I3SXFM2,QPLIEDTJ5TNVO10,951,85604088765,A4BX7OUZHQYKX4,4VXTKORA6QB,DLLNFFL47T6R3Z6ENG1O1C8F1BPFL741PGN1HWB0Z1830CVPI0D8E6D8G9CXAAJ4FEHUWI1XIJUZA0SSVY2MXINXWR65NS8WV19AAN00XCMQ4OSARRMS4P5VR5UP91J4N58LXWZUEF1RB0DCLV4FOS0FUU830HX9WJWZYOAXJRMV6O2SQ7JF6VZ1ZMX8ZSLIE656AMGY2DDOPDSKYKDA9YJVD0QTK4OXWS2WW31JUN8LEZ835VPE14DI4N67NOWZW3C0Y126JNE4VUSEZHJXI6KFQW7WCQ3MGXEYCDXH06YN,EQ,BY,69277259,8,2016-08-30,31384878,49793773,34111600,80451195,38057664254122,93,94301288,15675.815,Q7BTYP1QXPH0KAH2KCMM,52605.695,SF2ISMMFSTQR68PJCBSD,1997-06-28
14,814717,745025921323723,55843218713905,21,XN,PMPLILFPV02DGBP00HNDVAHTLA4VYJNG25PQ80J2L0IQPIT3762S3P8EDIM9TVVZHX22G65SPCD0484L12BM7LNO3IVWBCDFZ0R8TW67L9BIQJL8KAZAIHG7UX8I1SE1E3JMYA3HBFRCG0VBAJ5S36TE0L0E5KGPRZVR85UXOCPZ74F818X2UYXXBPNTFFCUW6BZVO8QR5ZI9QEMRS165INHPO8J8KC95R3CEPWV894EUL5UN0XO009JBZNWIP0P58VEN4I4MG05NZU55NTSZZ9CXMMB1SP2DT7TO9GEJ3IXKETLEQ591UA8IJSKZ4YY1EJZH2EN8J1LLC08HIDVRY4LZQSYNSISUSQR86H63R294M9TMHKLGIZ8XOMWFQWOCFP2B117JMH2S356WI3K4GD2VFN5QVK76CDZKH4YBT52O7BGCXKXS4MS0WWZ3E0NFXUWBMOCMCB2DXUHBY5H4BH9OO4IA9LF5PG9VE4F2IQCSO9JV6Y6,QHO2QAG3BWBSY4W,712,2702241527,MXXN0UR7CCTCEU,5AGWCG72B9S,MC7X993GAU9NUROV14A7979XWFU3GO84OUM8ZW26LET8RZWOZ46TH4JBG2DLA99JL2GJKP93RW8HA25EBI8Q2JPTYWWCGZ3OGET9OP2UJYVP85C2JHVWRNUOC2IYK6I4Y4OWDA6GOA2AL074EMQ5TU9OW5DIXPEFECN2J2YQS89CCG48PTIULQZ329D5LXWTIQ1KLEUNBVBBC7ND3WDA7N1QYTQE564OIB7PMWRK8PIZC84ES46NEKH3EB5KW8OW6A8D8P09YYGZLDELGE9RRVJL400C2VIBWFIAGD42X5QF,GS,3B,2556037,6,1997-11-17,9217338,89920765,43645672,46107802,2784273510376,44,40584232,54765.757,IUHLXTV7K63K9J0QI86N,66773.417,N1IL9R6FP4AC1MSOOSPH,2014-11-07
15,2550820043,172191042097033,83486140731729,45,HS,C24HIHUSCC748ZRIDM8JV0HAMVUQ85YI9NJR4EXB68UEZIR1OMON8RT9Q6KCNU3LDNFBBUFE19V9R53OYK5K01PRJUJI6D5PWE6HFDZJWHR650T0VBLVJTUES8IZ5ZHEOW7GZIN5D4P5E06BW7LYV7PUNCST7YFS59J745F4SMQF2S029YD3X5VIIA8X7R1K5T1ZY4XBBLU2S37M611H4IK0X01XKZEO6MX60BC1D9PAU03IQLLWE9LWL0ULZSFI05RX2WROZA3B7VOGKDHENGW6J2V7WOXPVD2PW86J3468AKBK7KF31R7QZ7NTV0IFK6MO55U1H63JAWM576VCVBQY3WESQZHRFRIDGDKZZV5YPSRZWYLFNJL0LILHC644VK7CZRET2A3TV5TQ4AC4LLW0WK1LMSQBYJ188TZ6Q9AUEBBG88R8YCH29PCS2DZNROOGKG66YC74YNO2I4MW2OQZ33ELG6KZT2OAQ8P1KAO7YB0V7F3B,44TR2T3YRH3XQBJ,424,8528025242,7RIL7RNJ896OA8,K1O4JDREWY3,EJZ8XDHLUDBZ5YXWP32O3RWMGBWAEHCDOWU2SZKQJ8W8I1EUZ2M8Q98KXDD1XZNRX1PU8S7JF1DOH315IE5QNG9QABQSFV86AHZVAUML8AOY92MFFHFIZP97NCVQNHB6U696120O9GWMN5PA56HBMUCNXQOGCO8BRJD7H9T4G789SG4PFIDULP55C8WI1WE3N2SB0SGHFUIADFXQM7SYD9T5E3RFZ6NWRJT30NYZCXROOIX4UCM3B6SMEC370Z9QTWUX9TP0J1JCO2909EAJKGA322DG6ZEC1MF7TYRJBWYQ,F9,R0,3136909,0,1991-09-27,11558914,45054197,69953691,93229495,30299407993523,49,50723656,88682.167,6UZAL6KLJGTVD5D64NVF,87326.106,6U6UDCU5CY88QPRCS5WA,2015-10-27
16,1009,241775046380073,44573955376262,64,WA,4JOHJLFTJ6O77NED4DTRO5X21WOH31MESDEBCUH6EFWTTNIXR9KPWCDBEOTW6ME3EKRFZMBN1LROQQ8DFDKDI40JUBW7W60P8H1OYDE269P48X03FONHXJO3LZIURJG8U7R8S09YS3HVXDZCN9M128BHPU9BNOBXMF73SEJ5OKOCI4RL7YKPRDGDIY693ZSZ64TF1PEGP06PR5UM4IXSD2B79N9NLMYX6ZB3JQCP9KKLBH8ZGGK5Y5W2FFJGLKWAG1TXJ26J6BEZ7C6FZ7DK6MGRPL3QNUTA83WZZF20PDEFBB1Z68KY9KFV4LYTILZHB64AJP4H89QSGJ7DK24PZJUV046I0R8WDR6ADDXGZBSIA3Y2HVG60F0UP91EVXOVYSRWMCCCKBRL1ONJLNGBRMULF4TS69V4684KL49POHRIPOF44ZTQQ50AVQ2QQY548DM0THSJCSKNFLQQ0U7785AJN4LOIPLC656E5WLPXKEHZV2B4TLN,GB4B7D7SU112Q47,332,1412838028,0UQRKZTFD2SR5M,CHG7PYHGEK0,47IVTYU24N9VPJL8QA60M4HU5EYXD3Z1FH1LROD9PGN3NSU3L8TYBN6U88Y5UGDCSPPABKRKMX84GIDLNTXHFL7QCT3S9I6TC32V2SLLDTNEHW9JEDQC81RV32QBCTMQJFLAZ1RM092CE2OBGYZZV8D29Z8LV4PM0YPMHP9C1JUWLN5GG729ZXCIIJ8K4YFTXKFDYSNVPP04QKGSV4D50FPAOHJ5ZCLTUTMPGL6GXBN74GNSS1XNJT3VG71SU3C7A6335JUSSS6GE4RMNLEXBSNMGTNTN6EUOOQMLSRNIDY2,FT,2B,41529837,2,2007-02-16,78713108,83396431,10389196,57834055,35558976213000,4,20830167,55010.745,ON4M3QDYOZBGAYCN9PJG,17485.309,W0ZT8CU340E3HNZ7TGQ7,2004-03-01
17,6040,933146651742248,37989121969631,43,6Z,4HEG4RFLEE7GVKYH9NORK2HL5B7DVL3BAAFL7EPSLP9HGJ64FA3AXOUAMNB9Z53JV04X5A6C9V01XWOSEUS5WG6GMTF01IDO6SR4LOR4UHWU2EWTORG7XYRU5CWKHQ6VKSNECMKPQM7RFT5V2HKL2N63UY90EO0U6RQES0Q328INRCQX25ZO7ZEGUL81TJB5I50D3DA6Y4IJZGT35LZLNX6AHUUCWZTP6D1B092MQG9I64WEFUDKESZF45C3DGGLU03OI1ESI0HPSH2KY9D4CWBP8HUCK6ZLVQLVJJWTDUBGYID2APDOZ4QYJEWYCECXSIONSVTZYN3GA59NUAQBJLA22GQ0JYE35Q4N03G09EF0M9FD41DKIGM3AHFRUK852LP1FCDQLMA8DGLNHX403YOLPXRM7JUJNRZY5RSLZ7NQ5PWS9C8TL03K8O20WYNCKBGA3XT90J09OS2VG1KTRIE917OR36W3EOLFEKMDFDMOYQH8H6YQ,3LKBYVTHP0FLD5A,790,24644374715,6IV7NR5GG9DL42,KXHAF03DIRU,135EERGVUCSKTJACJRG7IW3VZSHZE2V6QSERGZMJPYLJAQ0DEO8ICVK4QIAY11H5CU0V9UUH6HJUR3MEWJ98YLN7C2ZRYSCBO3WF1N7DMR9AQC1M2V8L9P5RX14MU7YKP7RG41OOT2L5RP59V7ONO774KVXQDGQ6SR85L09CZ65ZXOLOLD32D0HM7TR7LFNNO8MWZC2XUTSX5IOIAY9QOM566KJQNJY3JIGX2D4N86AZPN01KSAXT15967HQV84FQBF26F8L0D5QRLOCW1CV08CQYK63XX6SL3C3GPK8G58R,P9,BV,25611862,6,2016-09-14,62914550,73138380,85316199,21831557,32215186599508,44,62762512,8318.517,68XXRH355BEM82L8Q1SS,71507.215,USUGZR80ZNWH80YZYF6M,2015-03-23
18,70424976,137695010937295,68007584645257,43,7G,07SOKMBV5GG5V1MMODY6OJJWAADIQIW6A20LCI7PVKYDY216LHAPECARS41JPLUTUGZGHH8CE8FITWH1P2OLRQH1AXWLQ3WG50WYFUO7ZTKGIUOTOH0MLRWXLGPK0PIWSJKWQXO10ASAYLUS8NDYE5928DBXYVJYMTCPWQ0SV0PDJ5O4W8FMUKJTXVRP84GFG1WZ520RNGEPJ18717J7HVB7ZWJYSOK884KK8VFN7X0RMB962F6IH15K1KB32XS1RSOJOXCJDG5AR9IWP20ULP2KAAX36DTBI2Y18PQYTIWO6FY0IIMXUEMSP4GPYLOM561PNWR0SD3CX5FHDA9VFEK79G6USU0DK5MY3ATPCQVTNKOE7LGTCOLX6IUZ2ASQPDMJLBZ4TOCJKRINZK3OSRTYKAYU39WDI0ZF2RNNYZTW5WH3WIVQES7SSJP357R4LPVORZI76RWOM4P0M1608VOD27RXMYIMJZDJYZT3O36Q5GYXYRVH,QPI875X52N4X7U4,400,20746630705,VWH2Y5WO6TZIUR,KRQPRUETXOA,65F4MG4PI479WXE0S2GAQ16PHIK49E9RBUMV0RRLI7FZ8EIKNY6ORCP830JGOOFYUYB0J4UKQ0G3Y4QBL3HRHVRVMX63XBXQLRAHS484LWUH60JV4II750RJE7FAPP49HNTD3HGYE5392M95OXMQB2ZK1Q8D70RNMYRYE0HMXHOJS81DMY1Z0RMKE8WP0J36YUL7DJEJIRB4KDUXYQUJHTQALSW46OZ9PAN1GX0SU1H00836W8DK1UHPB1EIBSFWUJJN7QNC6WQBCMCERQHCJH8R99G2PGCPZ8BGB5PH68FF,OX,K2,97614942,1,2010-06-07,91019868,85123148,37658837,61070277,17115516960142,58,14099578,36039.459,GD0K694HSUB6KBSJ4MFP,33032.797,ZLNYN61GZL0WNWXKB139,2014-03-21
19,518756399,219386848318139,67410794386952,28,05,9BZAWJ69BDDUIAAJOA32RJIFLA1WJJ2EABFL4MK14HO3U9DQKTHRFI7FSY903YYG4EB5U750ATWA064PJCH7EYD5C44TDKC1AAI52EKZWIA09C0RGRIL5V08PCPNPNDFQT71IBZAE6RB8G27HJV16AN93KEMJ0I0398R0EWV2ULUFC7E76H7SCFXWOQF1ZNFSAGOKWGS3D9MSBP7IT73E3NHRJ5SVBDC8WLTE58OWJSY0ZOP4LFWMVDRHC4X6OP6YBGPZCFTOTGEPG3YSJFLDG9JDNTKM6Q2C0GAHJXVA9Z1LQY8FNWV9RGQPBUFBEGKDTI0V9OU3G68NUS2HVD8EJP907URXP0ERQHFXMSLNEAOTWIYMUNY3MUMIYFN0NZTLSIMPOE7OJZA6BT1ITMWZ2KP281GC7ULJFSMMCOHXPPEFWX70XT4T9T08J0A7Y9Y9ET4FD57P97ID31FKAGETAD8RYBR24ZWYNS19DC82NVPR7GIFE9E,7Y9IIDQ7BKFPY3T,547,97754298621,84O7W7Y27ISY39,JWY8RQS1RBJ,30ZL7LVE4EQEBJTFUTNO4UX397WXOHZ7A0TIE1FS7APXCYOYL3714JS3FVSO831FINKT4XGEZ3CKROT2O0MD7I3LTSYV03ZG100O0YSQPUWEQGI3MBP6TZJXY71CSAI4E7XOD58SK7NCOZWLLETHVOSE2D11IV4SF5S1XLNN87BX5DMDD7TAK5PM9FGIDZ0MXQ4DVFBH4KKYPPTE7VJCYVR6NLRFOB4ROCEYG93NQTEENBOC0N0AHNPIS7HLAHLZGEQX2D4EMTFSXDS3I44PV44Q4B6JJHRZBDEWLYOXN018,14,WX,58532887,8,2017-12-01,77993668,57802762,89575160,96656870,66016458525625,2,13149952,41680.719,VXA306DIJEI1L1CLXAMG,76992.302,5QZGVS8QP6ELIWU7EWA3,1994-11-19
20,91,955215309786751,99002844915476,94,97,92JAF4ENFBMKBUXZP5CC1E53K5YPBLEOSD48UNVER4KITN557S9D7H5E6VFT8TJ6UT2R6FQQAAZ55GPX2XV9PZ5L1LOQX92JV6QA6E97NE0I1GPAAF5K4GUV4NFT91JXSE771JU3F8A918K0DYTI27C3OXA44AJCWLGGO6VDIEM7TB2IQ3SVRMTCXZX22OO8VMZT7K07SF8VYPCE8KDH7STDBBR5SVRLC5TERGFTJ8PMHKV5YXRAP4LLJAYSRYKEC0PSZ97BHV5ABWY4UUCVMDFWNKSVXPMIVFUTUYRRX2NY9DIEKGN6OBBX4WIOIQDETY0ELGDK1KJQ3J59NB4G4K6ONN6TRMJIS5LBK4XIW0RH04UG9KH322D28TSOPNZCKXNTOD3IYV3SOXBF18V5T4HIOE08EV7PLP4ANMSH85OJ9H9OCNI69TK12T7M091HBA7KXXMXTYLVW6CHB4SK98OUHMLPQOQG4H4E0NC6FBAKGZXH2QQG,TBRHP6WC9M7XUN5,757,40821322540,IULSJWU4TI1QHA,SY291V5YHLL,LK1OQ9FCFRMS60IXXAKU7AN0CMN4VSH9WP1FJ15FMDPUDF3UKXOU0H53MXJL9LP6I4ZJO1NB3HIVC31N4LLS9IL959NO3GLWS0S5SACRYOKCQ5F8NUN2L3A89W2EXH0RB77USFJHGNPNHFAK9XOM5W15P8L1KPYVPZ41TQBQXLD5OZT07P7P4ATF45WORG1TXSGLCCPK4KT27ABC7EMLSN2FWGHEKMZKBQ31IR98ZMCOGZR6MQUNX6T79OXSMX74K1V6Y7AOCAQWRJO9PW7B4Z8XJ0WQOAYO4PNV77ATCFOD,J7,41,91420614,5,2010-09-27,87257908,78691268,13516095,65134802,15655068142738,41,18685201,63059.21,AV4DC8WEABO98YPN4BRR,32533.78,6RGX6DYCVB9NBH31R5FX,2007-12-14
21,899,399076748023496,74635064713949,8,SM,2A0GTL5B0IGYQ6C2MZ7Q4HA0DJWKP6DDLH2FIJG5U4RLDVZRINHWIWG5GCR2FLC25G3OS4SIFPZ7PE1NWK76VG7SDDITSNJSDVJBZFS2OS0KTAKJOXD9L0ONIMFX7NXI2HXMXPVBP1EBJMMDIUOE0UUD7NT6043JIV212U9JASVAOW7QQ33X9RCY4M7AY7FTF1LUWRGJVWCXOFEXX22LO1728KXO43GGLEMCFH1P3HW23X70DE7S6KZFWW5NC6JG2HE81C2TBMST0O2JNT9AU9LHPOYWW9RLYH43IVW26YN8JXC8A9M2BOKZ9QCKS63R5INHWR4LAW2AH6N28G5BEKUN5ASXKMYUF3T1MBTJAAR0U2AK4AB4HXRF70LJ0YIQ4TZJ23UE5YO5MF03OW496IQI5SXKVMYX3PJ4O7M8WBWYZWQ3Y08SZBVWLWPI01GLFRYLMEGV3PKDSMYA0BJ222FNKPI46358SMEM73ESUR4TE3HIUBEU,ASU71IHTEPJY4Y9,837,80823714457,OLJNOSJN1JBUTS,52QLYNES1CY,QQN15LBG71J7ITZ9YHZFBSDRHX661KV228OS1J8OAMRW651U9AJU85IJ0BL728UM8OX1J1E3KX2HWYVT0BRBO6EOU97YCEMT9SKMSLHMSHJKLY8QY4UQJP6FX7ZGE4T9KTAAP620OLY6JBCMR8USZMLG0IRN6EUHHGJJKSWALWWGWLDAQJUOVCUDN5T2EUDG55M5ELBWGNVKU9QODYGCOCRX8O1GTZPZR25Q1M56X4V6V86N02ZEAPRWCAR9MYWFXLF0KCWDVS7G4ZPTYP7HIYZ77UVISAWKL3W0NITKQ2GT,GF,T2,85501956,6,2005-11-05,73412332,17667619,53759682,23235955,49930016371885,88,64851701,97281.616,4JXHW5NEGJBO90F8E0YA,65823.012,O1X883TONLE1DUGUHFSE,1994-05-29
22,10811212,279132879102365,42528786797823,8,QE,J7V5XTEMX2XBILX4K0CEMGFEU7G8T2LW3SDXH53R02GP9FZ7VRWZY5197TKDZK4HVZT2VIUWLJRLQ73DRP94YI0UZYHBIM4JRZSVNJEOUDJJCA5O8P18VPCBTP26ZAGASBU38TCTDR8OU84ZCVNIXWNC7004EZI3AIWYTAHREWJM9N7GV4EQ0NT86DTP9J5DVYLCJ2H5AKYO3X54XICM4JHTFIVYDRT7K190ZYPKOPI0G4WGSMRUYTDJ7R2ODJYUXVJ7ZNOUSLNOP8QRC4DLTI3XNIO6GL1X77ZK4U3NV67K7Y8OB7H46550P7DZM2SBKANXUNDFIYD2OGGBIJQFPNFY8TWC6MPCTQ8YN70FKKQJN24HN56287H9AO5YW9IDFT71650HPSVLG2AHZ0YS02WWCJURVTAAAP3Q7G7BYQQAKS7BZYUJMRTTV3B6YIFIBCRUHFU4ZFPHGZUONO3FJVA6VLUSPYDGTB8I8JN4XO7Z4X51NAM6,QKPYQO5OPPRZJ4R,613,8524900260,70HRLRKBY35HAK,XK6XEJWT0A1,YTA05XIYU0XJKDN8XOAI75K38REQBEENRYU0KE28LKJFZE7N68F6H0JSHVGFI1JPMI566NZTMMEOJF9E1JNGPCDCRKI95B6CO3IVS54KY76YKIJER2COXBFBMY81XUOJW77Q8S42GWLOOX559UURIMC2NB4AHGBAGDP2WATLMFAFZRW2O08EX4FOLUOI985INFZ56CFVR5RU0S6V2S5AU7NY23IPQKH24V56SXRHRV88TG5FAXX3Z2ENAG8QTXZGTABS008QPGMSNY6RPR70D2WGE23XP11JEDJ1IEHUL7M7,F6,3A,34450782,2,2008-06-30,58924404,69277658,78475915,55113223,7736810960868,41,51980795,44853.24,E9T93JXUGI5QAATG3FXR,38302.919,EJIJFJ4C4NNEGN2IDCS2,2012-12-10
23,136584,789816297963035,82452023935426,42,BG,YXD2DCHNK4QQAH66K1OSCI62DEXO214MRHES1PXWC9WXUCIBJGO5IFAB1NJU89AHLJ85IT3VMAYDO9QHAF4OZ4NHBB728DKBGB2P3B2ETFVQVK3MFQ1W16Y712K334ERU5B0W9CAOC6HSCNF8CTH7RMV7JZCNDITJQ3SJLE3UKUVT2W3ORUQIK57LN5DGLRYN9DQ1ADYLE1Y1UKJ5UGWF1W224I01ZPXBB0Y0AHAGV9UC8XEDN9THTEILJYJSKBX2F1O7C66BJD2EBEUC9LGW979V66ESAS4OAP7QRDZD6CH5U8Z8O2T4A3SQT8WLPZZYBTH7WBWP1NUBUGQWTG1K8QDXFWDED5Q9HSRGT42F4P9LKU9YH01SSD53OEBWEOLG5SAIP9GDLDSUJDRR3CK7UBCQI7QWLGBGDWAZGLMKDSADUNTETASM18F9TUS3MVCLJ0AKVINRM9L3TQILZVN64EE997NGPCVHO4YQQ00XDDGER4LD3JE,I8OUE7G6EZQZZ4S,523,80765649780,X8IZGOMRX11AYK,RE864YXF7NX,36F02Y2VHGKSB79SRO9DV5H5TLM76QRW060PK2Z9IK2SR8OC6Y2OP5E2KDUDO7B0WIK45M6VPNYDIJBHSKY8GLQFO71C2UZLCG3R3RJKPR0P985N1R1TOBJWNBK48MGAOO3O3X2W9Z1UDY5NE40D77MZCQ2PDXVJSIHXO10C82EAIVW51TDW6M3L6UVYN36DFXM2L77KC3RC2LOTX79PMWWHVVZ7E6OVWNKIK8B7K1G2ERCSFEY01ERYNA49V4ZVU47Q8P2EXEBEOUVYB0493BFI6KZ1JZ07JY1WUW3RUE36,QS,48,88042373,7,2004-06-07,51517786,43292794,1780283,39828572,74098846317666,17,22378779,27763.039,BEY6TDCN8TY3F49WJXIE,3423.949,JZS410332RU2J4UBQ7NQ,2010-07-11
